Oregon,29.26258783190964
Vermont,27.190515948037323
New York,26.759827495773628
Utah,24.171043838443467
New Hampshire,24.001986164355102
Montana,23.48587080226756
Rhode Island,22.72690685850701
Massachusetts,22.620915446270743
Washington,20.843852743710368
California,19.210286854890025
Maine,18.034807177853256
Tennessee,16.358790158918765
Minnesota,15.958845988331332
Maryland,15.608832585200307
Colorado,15.136740831713453
Connecticut,14.743588138699888
Hawaii,13.428871508316712
Idaho,12.87175624080972
Alaska,12.223162349400454
Illinois,12.180965387282544
Arizona,12.177301509985387
Kentucky,11.5528817304314
New Mexico,10.52459358325097
Virginia,10.346392405459238
Pennsylvania,10.164905258000543
Wisconsin,9.561934737535323
Texas,8.488667924867652
Michigan,8.156615886529993
Missouri,8.090757828262271
North Carolina,7.95253124036133
Nevada,7.449418448733102
Georgia,7.349289169799467
Kansas,7.2391426648869865
Wyoming,6.866386975837185
South Carolina,6.841089574117297
Indiana,6.521541637844233
Oklahoma,6.446011942655246
New Jersey,6.428489259911715
Ohio,6.119121366567
Nebraska,5.852551872231344
Florida,5.538679367361972
Louisiana,5.383053802115497
Iowa,4.180731074795208
Arkansas,3.7065416416475108
South Dakota,3.5332026833496646
Alabama,3.5105971505102445
Mississippi,3.0094064012749184
North Dakota,2.712298374519584
West Virginia,2.1627852781368904
Delaware,2.14455133841449
District of Columbia,0.0
